compliance,compliance,compliance,compliance,compliance
Deformation,Standard force,Standard travel,SG1,Test time
mm,N,mm,V,s
0,102.6777954,0,0,0
0,102.4812622,0,0,0.1
0,102.2941284,0,0,0.2
0,102.1593781,0,0,0.3
0,102.0426178,0,0,0.4
0.000365019,103.8104782,0.000365019,0,0.5
0.001105785,108.4647751,0.001105785,0,0.6
0.002136707,112.9452438,0.002136707,0,0.7
0.003521919,117.9354782,0.003521919,0,0.8
0.005239487,124.1073532,0.005239487,0,0.9
0.007268906,131.3885956,0.007268906,0,1
0.009674072,139.4276581,0.009674072,0,1.1
0.012434006,148.3456268,0.012434006,0,1.2
0.015407562,157.8456268,0.015407562,0,1.3
0.01868248,167.7479706,0.01868248,0,1.4
0.022087097,178.0448456,0.022087097,0,1.5
0.025382996,187.7440643,0.025382996,0,1.6
0.028787613,197.2245331,0.028787613,0,1.7
0.032072067,206.3807831,0.032072067,0,1.8
0.03531456,215.6190643,0.03531456,0,1.9
0.038707733,224.8846893,0.038707733,0,2
0.042068481,234.2792206,0.042068481,0,2.1
0.045289993,243.8417206,0.045289993,0,2.2
0.048532486,253.4159393,0.048532486,0,2.3
0.051904678,263.5057983,0.051904678,0,2.4
0.055223465,273.3534546,0.055223465,0,2.5
0.058540344,283.8300171,0.058540344,0,2.6
0.061826706,293.7518921,0.061826706,0,2.7
0.065166473,304.4940796,0.065166473,0,2.8
0.068601608,315.9472046,0.068601608,0,2.9
0.071985245,326.7675171,0.071985245,0,3
0.075281143,337.7518921,0.075281143,0,3.1
0.078609467,348.9550171,0.078609467,0,3.2
0.08200264,360.4472046,0.08200264,0,3.3
0.085342407,372.5722046,0.085342407,0,3.4
0.088703156,384.2440796,0.088703156,0,3.5
0.091924667,395.8378296,0.091924667,0,3.6
0.095371246,408.3378296,0.095371246,0,3.7
0.098743439,420.8534546,0.098743439,0,3.8
0.102039337,433.8065796,0.102039337,0,3.9
0.10534697,446.2911377,0.10534697,0,4
0.108728699,459.4083252,0.108728699,0,4.1
0.112047486,472.8145752,0.112047486,0,4.2
0.115440659,486.4161377,0.115440659,0,4.3
0.118725114,499.9630127,0.118725114,0,4.4
0.121967606,514.3380127,0.121967606,0,4.5
0.125404656,528.8380127,0.125404656,0,4.6
0.128614724,543.2052002,0.128614724,0,4.7
0.131986916,558.3614502,0.131986916,0,4.8
0.135240853,573.3692627,0.135240853,0,4.9
0.138546288,587.2130127,0.138546288,0,5
0.141908944,599.6114502,0.141908944,0,5.1
0.145269692,611.1973877,0.145269692,0,5.2
0.148500741,621.9278564,0.148500741,0,5.3
0.151851952,632.9903564,0.151851952,0,5.4
0.155275643,644.2012939,0.155275643,0,5.5
0.158573449,655.0841064,0.158573449,0,5.6
0.161901772,665.9747314,0.161901772,0,5.7
0.165273964,675.8848877,0.165273964,0,5.8
0.168602288,686.3028564,0.168602288,0,5.9
0.171995461,696.5020752,0.171995461,0,6
0.175344765,706.8887939,0.175344765,0,6.1
0.178673089,717.3419189,0.178673089,0,6.2
0.1820243,728.8341064,0.1820243,0,6.3
0.185352623,739.8966064,0.185352623,0,6.4
0.188766778,751.1231689,0.188766778,0,6.5
0.192041695,762.0450439,0.192041695,0,6.6
0.195295632,773.0294189,0.195295632,0,6.7
0.198753655,785.1153564,0.198753655,0,6.8
0.202114403,795.7637939,0.202114403,0,6.9
0.205442727,806.8184814,0.205442727,0,7
0.208652794,817.8028564,0.208652794,0,7.1
0.212045968,829.3809814,0.212045968,0,7.2
0.21528846,840.1544189,0.21528846,0,7.3
0.218714058,852.0997314,0.218714058,0,7.4
0.221947014,863.1075439,0.221947014,0,7.5
0.225189507,875.0372314,0.225189507,0,7.6
0.22858268,887.4669189,0.22858268,0,7.7
0.231954873,899.5216064,0.231954873,0,7.8
0.235197365,911.5372314,0.235197365,0,7.9
0.238514245,924.0294189,0.238514245,0,8
0.241874993,937.2403564,0.241874993,0,8.1
0.245235741,949.9044189,0.245235741,0,8.2
0.248598397,963.3575439,0.248598397,0,8.3
0.251915276,976.2716064,0.251915276,0,8.4
0.255287468,990.1466064,0.255287468,0,8.5
0.258669198,1004.310669,0.258669198,0,8.6
0.262029946,1017.670044,0.262029946,0,8.7
0.265369713,1031.193481,0.265369713,0,8.8
0.268612206,1044.545044,0.268612206,0,8.9
0.272037536,1059.567505,0.272037536,0,9
0.275421172,1073.622192,0.275421172,0,9.1
0.278749496,1087.473755,0.278749496,0,9.2
0.282001525,1101.481567,0.282001525,0,9.3
0.285438567,1117.48938,0.285438567,0,9.4
0.28874591,1133.169067,0.28874591,0,9.5
0.292118102,1150.028442,0.292118102,0,9.6
0.295446426,1166.981567,0.295446426,0,9.7
0.298624068,1184.86438,0.298624068,0,9.8
0.302017242,1203.497192,0.302017242,0,9.9
0.305368453,1222.637817,0.305368453,0,10
0.308588058,1242.825317,0.308588058,0,10.1
0.311862975,1262.14563,0.311862975,0,10.2
0.315288574,1282.95813,0.315288574,0,10.3
0.318553954,1302.731567,0.318553954,0,10.4
0.321935683,1323.762817,0.321935683,0,10.5
0.325222045,1344.919067,0.325222045,0,10.6
0.328464538,1365.36438,0.328464538,0,10.7
0.331911117,1387.23938,0.331911117,0,10.8
0.335260421,1409.33313,0.335260421,0,10.9
0.338590652,1432.11438,0.338590652,0,11
0.3419514,1454.567505,0.3419514,0,11.1
0.345321685,1477.33313,0.345321685,0,11.2
0.348651916,1500.45813,0.348651916,0,11.3
0.352012664,1524.23938,0.352012664,0,11.4
0.355287582,1548.14563,0.355287582,0,11.5
0.358690292,1574.17688,0.358690292,0,11.6
0.362041503,1600.880005,0.362041503,0,11.7
0.365444213,1627.692505,0.365444213,0,11.8
0.368709594,1655.786255,0.368709594,0,11.9
0.372058898,1684.411255,0.372058898,0,12
0.375452071,1714.286255,0.375452071,0,12.1
0.378706008,1744.723755,0.378706008,0,12.2
0.382055312,1775.536255,0.382055312,0,12.3
0.385341674,1806.598755,0.385341674,0,12.4
0.388755828,1838.48938,0.388755828,0,12.5
0.391956359,1869.23938,0.391956359,0,12.6
0.395349532,1901.723755,0.395349532,0,12.7
0.39862445,1935.23938,0.39862445,0,12.8
0.401855499,1971.73938,0.401855499,0,12.9
0.405216247,2009.23938,0.405216247,0,13
0.408588439,2047.42688,0.408588439,0,13.1
0.411821395,2085.864258,0.411821395,0,13.2
0.41510585,2126.051758,0.41510585,0,13.3
0.418542892,2169.176758,0.418542892,0,13.4
0.421859771,2210.208008,0.421859771,0,13.5
0.425231963,2252.708008,0.425231963,0,13.6
0.428571731,2294.176758,0.428571731,0,13.7
0.431985885,2336.176758,0.431985885,0,13.8
0.435325652,2379.145508,0.435325652,0,13.9
0.438739389,2420.842773,0.438739389,0,14
0.442025751,2461.842773,0.442025751,0,14.1
0.445344537,2504.624023,0.445344537,0,14.2
0.448714823,2547.655273,0.448714823,0,14.3
0.45205459,2590.280273,0.45205459,0,14.4
0.455405802,2632.999023,0.455405802,0,14.5
0.45863685,2674.530273,0.45863685,0,14.6
0.462094873,2718.030273,0.462094873,0,14.7
0.465381235,2761.061523,0.465381235,0,14.8
0.468709558,2802.780273,0.468709558,0,14.9
0.472037882,2843.936523,0.472037882,0,15
0.475377649,2887.030273,0.475377649,0,15.1
0.478717417,2928.499023,0.478717417,0,15.2
0.482034296,2970.717773,0.482034296,0,15.3
0.485320657,3011.936523,0.485320657,0,15.4
0.488551706,3052.764648,0.488551706,0,15.5
0.491935343,3095.920898,0.491935343,0,15.6
0.49521026,3137.420898,0.49521026,0,15.7
0.498527139,3179.045898,0.498527139,0,15.8
0.501813531,3221.014648,0.501813531,0,15.9
0.505174279,3265.045898,0.505174279,0,16
0.508567452,3309.327148,0.508567452,0,16.1
0.511981606,3353.827148,0.511981606,0,16.2
0.515224099,3397.233398,0.515224099,0,16.3
0.518607736,3441.264648,0.518607736,0,16.4
0.522010446,3486.233398,0.522010446,0,16.5
0.525317788,3529.514648,0.525317788,0,16.6
0.528699517,3573.733398,0.528699517,0,16.7
0.531943917,3616.795898,0.531943917,0,16.8
0.535346627,3661.170898,0.535346627,0,16.9
0.538697839,3706.108398,0.538697839,0,17
0.54212153,3750.170898,0.54212153,0,17.1
0.54538691,3792.639648,0.54538691,0,17.2
0.548726678,3837.139648,0.548726678,0,17.3
0.552108407,3881.452148,0.552108407,0,17.4
0.555371881,3924.858398,0.555371881,0,17.5
0.558744073,3967.952148,0.558744073,0,17.6
0.561944604,4010.077148,0.561944604,0,17.7
0.565337777,4054.170898,0.565337777,0,17.8
0.568687081,4097.577148,0.568687081,0,17.9
0.571941018,4140.483398,0.571941018,0,18
0.575204492,4182.889648,0.575204492,0,18.1
0.578609109,4227.264648,0.578609109,0,18.2
0.581872582,4269.889648,0.581872582,0,18.3
0.585223794,4314.014648,0.585223794,0,18.4
0.588563561,4356.764648,0.588563561,0,18.5
0.59179461,4399.295898,0.59179461,0,18.6
0.595285058,4444.514648,0.595285058,0,18.7
0.598601937,4488.077148,0.598601937,0,18.8
0.601876855,4530.983398,0.601876855,0,18.9
0.605228603,4574.203125,0.605228603,0,19
0.608675182,4619.296875,0.608675182,0,19.1
0.61197108,4662.046875,0.61197108,0,19.2
0.615364254,4706.234375,0.615364254,0,19.3
0.61861819,4748.203125,0.61861819,0,19.4
0.621988475,4791.984375,0.621988475,0,19.5
0.625393093,4836.515625,0.625393093,0,19.6
0.62873286,4879.640625,0.62873286,0,19.7
0.632017314,4923.328125,0.632017314,0,19.8
0.635389507,4967.171875,0.635389507,0,19.9
0.638696849,5011.015625,0.638696849,0,20
0.642078578,5054.984375,0.642078578,0,20.1
0.645439327,5099.078125,0.645439327,0,20.2
0.648651302,5140.859375,0.648651302,0,20.3
0.652065456,5185.546875,0.652065456,0,20.4
0.655372798,5229.484375,0.655372798,0,20.5
0.658647716,5272.796875,0.658647716,0,20.6
0.661922634,5316.109375,0.661922634,0,20.7
0.66524142,5360.234375,0.66524142,0,20.8
0.6685583,5404.984375,0.6685583,0,20.9
0.671886623,5450.390625,0.671886623,0,21
0.67520541,5494.671875,0.67520541,0,21.1
0.678459346,5539.296875,0.678459346,0,21.2
0.681905925,5587.796875,0.681905925,0,21.3
0.685157955,5633.234375,0.685157955,0,21.4
0.688606441,5680.109375,0.688606441,0,21.5
0.69192332,5726.859375,0.69192332,0,21.6
0.695295513,5773.171875,0.695295513,0,21.7
0.698667705,5820.828125,0.698667705,0,21.8
0.702070415,5868.390625,0.702070415,0,21.9
0.705303371,5914.171875,0.705303371,0,22
0.708652675,5961.453125,0.708652675,0,22.1
0.712066829,6008.921875,0.712066829,0,22.2
0.715364635,6054.390625,0.715364635,0,22.3
0.718725383,6101.890625,0.718725383,0,22.4
0.721988857,6146.734375,0.721988857,0,22.5
0.725414455,6194.203125,0.725414455,0,22.6
0.728786647,6242.546875,0.728786647,0,22.7
0.732038677,6289.828125,0.732038677,0,22.8
0.735336483,6335.765625,0.735336483,0,22.9
0.738771617,6383.046875,0.738771617,0,23
0.742004573,6428.453125,0.742004573,0,23.1
0.745365322,6474.890625,0.745365322,0,23.2
0.748672664,6521.109375,0.748672664,0,23.3
0.751796901,6564.921875,0.751796901,0,23.4
0.755254924,6613.390625,0.755254924,0,23.5
0.758571804,6660.171875,0.758571804,0,23.6
0.761900127,6705.046875,0.761900127,0,23.7
0.765165508,6750.484375,0.765165508,0,23.8
0.768568218,6796.578125,0.768568218,0,23.9
0.771898448,6843.671875,0.771898448,0,24
0.775333822,6891.562012,0.775333822,0,24.1
0.778534353,6937.343262,0.778534353,0,24.2
0.781895101,6983.874512,0.781895101,0,24.3
0.785383642,7031.874512,0.785383642,0,24.4
0.788563192,7075.999512,0.788563192,0,24.5
0.791998327,7121.999512,0.791998327,0,24.6
0.795305669,7167.812012,0.795305669,0,24.7
0.798656881,7213.343262,0.798656881,0,24.8
0.802071035,7260.280762,0.802071035,0,24.9
0.805431783,7307.780762,0.805431783,0,25
0.80868572,7352.249512,0.80868572,0,25.1
0.812002599,7399.062012,0.812002599,0,25.2
0.815439641,7446.812012,0.815439641,0,25.3
0.818724096,7491.655762,0.818724096,0,25.4
0.822010458,7538.249512,0.822010458,0,25.5
0.8253178,7583.655762,0.8253178,0,25.6
0.828699529,7630.374512,0.828699529,0,25.7
0.832027853,7676.718262,0.832027853,0,25.8
0.83530277,7721.999512,0.83530277,0,25.9
0.838535726,7765.343262,0.838535726,0,26
0.84194988,7811.780762,0.84194988,0,26.1
0.845171392,7858.280762,0.845171392,0,26.2
0.848576009,7906.280762,0.848576009,0,26.3
0.851883352,7953.749512,0.851883352,0,26.4
0.85509342,7998.718262,0.85509342,0,26.5
0.858593404,8048.624512,0.858593404,0,26.6
0.861933172,8096.562012,0.861933172,0,26.7
0.86522907,8143.030762,0.86522907,0,26.8
0.868515432,8190.655762,0.868515432,0,26.9
0.871973455,8239.3125,0.871973455,0,27
0.875301778,8285.84375,0.875301778,0,27.1
0.878715932,8334.5,0.878715932,0,27.2
0.88199085,8381.375,0.88199085,0,27.3
0.885277212,8428.28125,0.885277212,0,27.4
0.88878864,8478.125,0.88878864,0,27.5
0.891998708,8525.09375,0.891998708,0,27.6
0.895348012,8572.375,0.895348012,0,27.7
0.89868778,8620.25,0.89868778,0,27.8
0.901995122,8668.09375,0.901995122,0,27.9
0.905409276,8716.1875,0.905409276,0,28
0.908739507,8764.78125,0.908739507,0,28.1
0.911982,8810.0625,0.911982,0,28.2
0.915396154,8857.90625,0.915396154,0,28.3
0.918735921,8905.8125,0.918735921,0,28.4
0.922052801,8951.5625,0.922052801,0,28.5
0.925327718,8998.09375,0.925327718,0,28.6
0.928570211,9043.28125,0.928570211,0,28.7
0.931900442,9050.671875,0.931900442,0,28.8
0.9352507,8963.111328,0.9352507,0,28.9
0.938502729,8978.986328,0.938502729,0,29
0.941768587,9008.243164,0.941768587,0,29.1
0.945236146,9061.649414,0.945236146,0,29.2
0.948490083,9105.868164,0.948490083,0,29.3
0.951936662,9153.430664,0.951936662,0,29.4
0.955318391,9200.368164,0.955318391,0,29.5
0.958551347,9248.274414,0.958551347,0,29.6
0.962030351,9297.024414,0.962030351,0,29.7
0.965358675,9347.399414,0.965358675,0,29.8
0.968633592,9395.180664,0.968633592,0,29.9
0.97197336,9443.149414,0.97197336,0,30
0.975408494,9492.993164,0.975408494,0,30.1
0.978704393,9539.368164,0.978704393,0,30.2
0.982129991,9589.836914,0.982129991,0,30.3
0.985341966,9637.118164,0.985341966,0,30.4
0.988647401,9685.243164,0.988647401,0,30.5
0.992137849,9736.461914,0.992137849,0,30.6
0.995433748,9783.961914,0.995433748,0,30.7
0.998678148,9831.430664,0.998678148,0,30.8
1.002092361,9879.149414,1.002092361,0,30.9
1.00532341,9925.305664,1.00532341,0,31
1.008707047,9972.305664,1.008707047,0,31.1
1.011981964,10020.27441,1.011981964,0,31.2
1.015106201,10066.52441,1.015106201,0,31.3
1.018573761,10117.11816,1.018573761,0,31.4
1.021892548,10168.18066,1.021892548,0,31.5
1.02526474,10216.58691,1.02526474,0,31.6
1.028516769,10265.55566,1.028516769,0,31.7
1.031932831,10316.58691,1.031932831,0,31.8
1.03524971,10366.58691,1.03524971,0,31.9
1.038642883,10417.39941,1.038642883,0,32
1.04189682,10466.33691,1.04189682,0,32.1
1.045171738,10514.77441,1.045171738,0,32.2
1.048715591,10567.36816,1.048715591,0,32.3
1.051937103,10615.71191,1.051937103,0,32.4
1.055351257,10665.46191,1.055351257,0,32.5
1.058721542,10715.93066,1.058721542,0,32.6
1.061954498,10764.74316,1.061954498,0,32.7
1.065359116,10815.05566,1.065359116,0,32.8
1.06883812,10866.43066,1.06883812,0,32.9
1.072015762,10914.33691,1.072015762,0,33
1.075344086,10964.30566,1.075344086,0,33.1
1.07882309,11017.02441,1.07882309,0,33.2
1.082056046,11064.99316,1.082056046,0,33.3
1.085437775,11116.33691,1.085437775,0,33.4
1.088712692,11165.83691,1.088712692,0,33.5
1.091999054,11213.80566,1.091999054,0,33.6
1.095348358,11264.05566,1.095348358,0,33.7
1.098676682,11312.36816,1.098676682,0,33.8
1.101909637,11358.89941,1.101909637,0,33.9
1.105226517,11408.99316,1.105226517,0,34
1.108492017,11457.63672,1.108492017,0,34.1
1.111894727,11506.19922,1.111894727,0,34.2
1.115255475,11556.01172,1.115255475,0,34.3
1.118444562,11602.82422,1.118444562,0,34.4
1.121860623,11652.91797,1.121860623,0,34.5
1.125274777,11704.51172,1.125274777,0,34.6
1.128603101,11752.29297,1.128603101,0,34.7
1.131845593,11801.16797,1.131845593,0,34.8
1.135357022,11852.51172,1.135357022,0,34.9
1.138652921,11899.91797,1.138652921,0,35
1.142089963,11949.79297,1.142089963,0,35.1
1.145374417,11998.82422,1.145374417,0,35.2
1.148651242,12045.76172,1.148651242,0,35.3
1.152130246,12098.38672,1.152130246,0,35.4
1.155372739,12146.76172,1.155372739,0,35.5
1.158689618,12195.85547,1.158689618,0,35.6
1.16206181,12245.60547,1.16206181,0,35.7
1.165336728,12294.91797,1.165336728,0,35.8
1.168644071,12343.54297,1.168644071,0,35.9
1.17209065,12394.29297,1.17209065,0,36
1.175258756,12441.44922,1.175258756,0,36.1
1.17867291,12491.66797,1.17867291,0,36.2
1.182098508,12543.38672,1.182098508,0,36.3
1.185382962,12592.60547,1.185382962,0,36.4
1.188636899,12643.10547,1.188636899,0,36.5
1.191976666,12692.07422,1.191976666,0,36.6
1.195177197,12740.51172,1.195177197,0,36.7
1.198612332,12792.07422,1.198612332,0,36.8
1.201931119,12843.44922,1.201931119,0,36.9
1.205120206,12892.32422,1.205120206,0,37
1.20859921,12946.66797,1.20859921,0,37.1
1.211853147,12998.19922,1.211853147,0,37.2
1.215234876,13047.48047,1.215234876,0,37.3
1.218616605,13098.51172,1.218616605,0,37.4
1.221870542,13148.07422,1.221870542,0,37.5
1.225338101,13199.91797,1.225338101,0,37.6
1.228677869,13252.51172,1.228677869,0,37.7
1.231887937,13302.07422,1.231887937,0,37.8
1.235271573,13353.69922,1.235271573,0,37.9
1.238815427,13408.35547,1.238815427,0,38
1.24199307,13457.88672,1.24199307,0,38.1
1.245472074,13510.73047,1.245472074,0,38.2
1.248779416,13562.44922,1.248779416,0,38.3
1.25197804,13612.07422,1.25197804,0,38.4
1.255447507,13666.51172,1.255447507,0,38.5
1.25877583,13718.82422,1.25877583,0,38.6
1.261953473,13767.38672,1.261953473,0,38.7
1.265455365,13819.60547,1.265455365,0,38.8
1.268643498,13871.01172,1.268643498,0,38.9
1.27199471,13920.88672,1.27199471,0,39
1.275376439,13973.62207,1.275376439,0,39.1
1.278479695,14022.15332,1.278479695,0,39.2
1.281905293,14072.93457,1.281905293,0,39.3
1.285245061,14125.84082,1.285245061,0,39.4
1.288422704,14174.49707,1.288422704,0,39.5
1.291890264,14225.55957,1.291890264,0,39.6
1.295251012,14277.49707,1.295251012,0,39.7
1.298634648,14328.52832,1.298634648,0,39.8
1.301972508,14380.84082,1.301972508,0,39.9
1.305335164,14433.12207,1.305335164,0,40
1.308459401,14481.34082,1.308459401,0,40.1
1.312003255,14535.68457,1.312003255,0,40.2
1.315320134,14586.65332,1.315320134,0,40.3
1.318616033,14636.02832,1.318616033,0,40.4
1.322032094,14686.96582,1.322032094,0,40.5
1.325253606,14736.80957,1.325253606,0,40.6
1.328721166,14787.77832,1.328721166,0,40.7
1.332156301,14840.18457,1.332156301,0,40.8
1.33525002,14888.59082,1.33525002,0,40.9
1.338664174,14938.40332,1.338664174,0,41
1.342154622,14991.62207,1.342154622,0,41.1
1.345246434,15039.55957,1.345246434,0,41.2
1.348757863,15091.93457,1.348757863,0,41.3
1.352086186,15144.43457,1.352086186,0,41.4
1.355340123,15194.74707,1.355340123,0,41.5
1.358700871,15248.84082,1.358700871,0,41.6
1.36206162,15301.46582,1.36206162,0,41.7
1.365229726,15350.34082,1.365229726,0,41.8
1.368600011,15401.93457,1.368600011,0,41.9
1.371939778,15454.46582,1.371939778,0,42
1.375172734,15504.55957,1.375172734,0,42.1
1.37862885,15558.12207,1.37862885,0,42.2
1.381796956,15607.59082,1.381796956,0,42.3
1.38521111,15661.02832,1.38521111,0,42.4
1.388636708,15717.02832,1.388636708,0,42.5
1.391783834,15768.18457,1.391783834,0,42.6
1.395230412,15820.30957,1.395230412,0,42.7
1.398709416,15876.02832,1.398709416,0,42.8
1.401950955,15928.59082,1.401950955,0,42.9
1.405290723,15981.49707,1.405290723,0,43
1.408727765,16035.87207,1.408727765,0,43.1
1.411916852,16085.37207,1.411916852,0,43.2
1.415449262,16141.59082,1.415449262,0,43.3
1.418735623,16194.90332,1.418735623,0,43.4
1.422010541,16246.30957,1.422010541,0,43.5
1.425348401,16298.59082,1.425348401,0,43.6
1.428732038,16353.09082,1.428732038,0,43.7
1.431963086,16404.37305,1.431963086,0,43.8
1.435518384,16459.1543,1.435518384,0,43.9
1.438589215,16509.18555,1.438589215,0,44
1.441938519,16560.62695,1.441938519,0,44.1
1.445461392,16616.6582,1.445461392,0,44.2
1.448585629,16666.8457,1.448585629,0,44.3
1.451934934,16718.25195,1.451934934,0,44.4
1.45525372,16770.0957,1.45525372,0,44.5
1.458507657,16820.87695,1.458507657,0,44.6
1.461847425,16874.18945,1.461847425,0,44.7
1.465335965,16928.9082,1.465335965,0,44.8
1.46848309,16977.56445,1.46848309,0,44.9
1.4718858,17030.2207,1.4718858,0,45
1.475311399,17084.81445,1.475311399,0,45.1
1.47851193,17134.62695,1.47851193,0,45.2
1.481937528,17187.68945,1.481937528,0,45.3
1.485275388,17240.4707,1.485275388,0,45.4
1.488529325,17292.0332,1.488529325,0,45.5
1.492105603,17346.06445,1.492105603,0,45.6
1.495197415,17396.0332,1.495197415,0,45.7
1.498611569,17446.1582,1.498611569,0,45.8
1.502155423,17502.00195,1.502155423,0,45.9
1.505216718,17552.00195,1.505216718,0,46
1.508737683,17603.2832,1.508737683,0,46.1
1.512088895,17656.00195,1.512088895,0,46.2
1.515277982,17705.1582,1.515277982,0,46.3
1.518777966,17761.0332,1.518777966,0,46.4
1.522180676,17815.2832,1.522180676,0,46.5
1.525348783,17865.06445,1.525348783,0,46.6
1.528762937,17919.25195,1.528762937,0,46.7
1.532081723,17971.9082,1.532081723,0,46.8
1.535238385,18020.9707,1.535238385,0,46.9
1.538717389,18074.7207,1.538717389,0,47
1.541874051,18126.00195,1.541874051,0,47.1
1.545139432,18176.43945,1.545139432,0,47.2
1.548660398,18234.0957,1.548660398,0,47.3
1.551763654,18286.00195,1.551763654,0,47.4
1.555200696,18338.9707,1.555200696,0,47.5
1.558582425,18393.9707,1.558582425,0,47.6
1.561792493,18446.9082,1.561792493,0,47.7
1.565229535,18501.0957,1.565229535,0,47.8
1.568708539,18555.8457,1.568708539,0,47.9
1.571800351,18604.0332,1.571800351,0,48
1.575344205,18659.7832,1.575344205,0,48.1
1.578672528,18714.43945,1.578672528,0,48.2
1.58195889,18765.1582,1.58195889,0,48.3
1.585373044,18820.68945,1.585373044,0,48.4
1.588657498,18874.4707,1.588657498,0,48.5
1.591987729,18927.2832,1.591987729,0,48.6
1.595520139,18982.2832,1.595520139,0,48.7
1.598623395,19034.75195,1.598623395,0,48.8
1.601951718,19085.5332,1.601951718,0,48.9
1.605569959,19143.50195,1.605569959,0,49
1.608513117,19194.00781,1.608513117,0,49.1
1.612131357,19248.00781,1.612131357,0,49.2
1.615427256,19301.78906,1.615427256,0,49.3
1.618541956,19352.75781,1.618541956,0,49.4
1.622127771,19407.38281,1.622127771,0,49.5
1.62548852,19460.72656,1.62548852,0,49.6
1.628570795,19509.35156,1.628570795,0,49.7
1.631899118,19561.22656,1.631899118,0,49.8
1.635345697,19616.88281,1.635345697,0,49.9
1.638567209,19666.94531,1.638567209,0,50
1.641960382,19721.88281,1.641960382,0,50.1
1.6451056,19773.41406,1.6451056,0,50.2
1.648391962,19824.22656,1.648391962,0,50.3
1.651977777,19882.19531,1.651977777,0,50.4
1.655252695,19934.32031,1.655252695,0,50.5
1.65846467,19983.85156,1.65846467,0,50.6
1.659216166,19996.88281,1.659216166,0,50.63
1.660021901,20017.03906,1.660021901,0,50.73
1.660086393,20017.0293,1.660086393,0,50.82
1.660086393,20016.74805,1.660086393,0,50.83
